sample_id,group,batch,cell_id,cell_type_true,CD3,CD4,CD8,CD19,CD56,CD14
F0035,case,Day2,F0035_C0001,CD4_T,2.758937606719636,1.214614253348575,0.9909691019175266,0.0807410396899526,0.7403285685668207,-1.225062757837951
F0035,case,Day2,F0035_C0002,CD4_T,1.4502585543005324,1.3844357764713822,0.5683900735955854,0.5564048314402644,-1.3085540444449688,-0.050931441567168764
F0035,case,Day2,F0035_C0003,CD4_T,1.786154738758545,2.3143575380167647,0.7244251269766036,-0.3423975658557267,-0.5680684466273719,-1.0206703737532326
F0035,case,Day2,F0035_C0004,CD4_T,1.205251333700321,2.5206046311529593,-0.11636708982684367,1.4381537529231403,-0.08773730533456982,-0.6412403388376184
F0035,case,Day2,F0035_C0005,Mono,-0.32349332450564905,-0.28119649362625226,0.8717764094023327,0.15407806188916223,0.06941852102749291,1.7929341620006927
F0035,case,Day2,F0035_C0006,NK,-0.32427207871633734,-0.6723792594430368,0.2286976192732755,-0.42988919817442006,2.667926070870584,-1.2476473258622744
F0035,case,Day2,F0035_C0007,B,-1.1390712687972635,0.7998998414858138,1.2169496121737502,1.1049927562801787,-0.5726497224805505,-0.012799692646395702
F0035,case,Day2,F0035_C0008,CD4_T,1.844409572186153,0.9561019931684527,-0.5200634239357025,0.37994049845498645,-0.36353469821838674,-1.0807872490510277
F0035,case,Day2,F0035_C0009,CD4_T,2.6094067904303255,1.5633071315710076,-0.3881474692014379,0.2319301635551801,-0.03652763164221002,-1.1440143669076484
F0035,case,Day2,F0035_C0010,NK,-0.6585544857968719,0.9942124960223928,-0.2767889873895898,-0.12417589125837451,1.3298608013338546,1.6414165033479846
F0035,case,Day2,F0035_C0011,B,-0.1302915081034821,0.2966676551992079,0.2909644848096387,2.4371706165190137,-0.8275075205413989,0.0791504502494241
F0035,case,Day2,F0035_C0012,CD4_T,2.108772062656877,1.8291333057161716,-2.0576710858845235,-0.1956057558047399,1.1560731778210291,-0.732255997263256
F0035,case,Day2,F0035_C0013,NK,-0.46329461524882215,0.3437374394043063,0.18974195144389322,-0.0477807847035207,3.103049387185313,-0.935421403495328
F0035,case,Day2,F0035_C0014,NK,-0.9013261155089746,-0.013863557839775983,-0.0568114172182873,-0.6735259238074427,1.0215681415660751,-1.0255304423733318
F0035,case,Day2,F0035_C0015,B,-0.5485946682886611,0.521944216233502,0.6464297184625504,1.704692582969269,-0.6385060500426126,0.728126109570029
F0035,case,Day2,F0035_C0016,B,-0.09497331529189439,-0.5270985553511619,0.3724298249233392,1.3164723960379558,0.9155300030161637,-1.3794575703679046
F0035,case,Day2,F0035_C0017,CD4_T,2.342537524119728,1.9056642479147274,0.011076501022716878,-0.1516628786140228,-0.722868863705312,-0.9288422915009253
F0035,case,Day2,F0035_C0018,Mono,-0.5093212964352054,-0.4534464214946378,-0.4014818820931234,-0.5123204397644233,0.19676345028895328,2.429882155059156
F0035,case,Day2,F0035_C0019,B,-0.5652088654387193,0.057036320349521136,0.45876621982214866,2.7646569128585328,1.299139098299649,-0.44515335757541946
F0035,case,Day2,F0035_C0020,B,-0.5737880247449264,-0.41292152210846667,-0.0639811839477516,2.177202617363941,-0.5095522494479316,0.02154023691700588
F0035,case,Day2,F0035_C0021,CD4_T,0.6279372892094446,1.9394203467285682,-0.18260370964426612,0.32193297529659315,-0.46537191846861686,-0.4590617124321882
F0035,case,Day2,F0035_C0022,CD4_T,1.5162117962872552,1.036489006901649,-1.0837919050411622,0.22708398694556076,-0.6339221289402045,-1.0385391083962503
F0035,case,Day2,F0035_C0023,CD4_T,1.6962198131275084,2.149333824776346,-0.23304535294538295,0.5828458742138699,0.3594366611009805,0.16205428086706086
F0035,case,Day2,F0035_C0024,B,1.2128955535066952,-0.3196155572434406,0.046755802232508865,2.7922158930422696,-0.11481500095927628,-0.2449292964770713
F0035,case,Day2,F0035_C0025,CD4_T,3.148229630632258,3.8553476527559676,-0.5233243170468381,-0.09941642175288291,-1.2752953840800412,0.4266267584043777
F0035,case,Day2,F0035_C0026,NK,-0.7814583851100386,0.151359525302321,0.2676861930381928,0.4597540065599135,3.116150848878875,-0.11336184113837283
F0035,case,Day2,F0035_C0027,B,-1.0762388412068282,0.30710268705679256,-0.5479788859758592,2.711690477899327,-0.7937396864558849,1.702285375187722
F0035,case,Day2,F0035_C0028,B,0.982311806847251,-1.2543448546700302,0.7598825738565276,2.528721008632905,0.17800085662644877,0.07486289253948233
F0035,case,Day2,F0035_C0029,CD4_T,1.6490495059031685,2.091836475165475,-0.4385611904443107,-0.03717861859315472,0.37338994543712956,-0.18255339996555608
F0035,case,Day2,F0035_C0030,Mono,-1.4592728499545828,-0.8118268655291607,-0.28999110826251545,-0.26407308957733566,0.5526490320327212,3.1358665690965655
F0035,case,Day2,F0035_C0031,CD4_T,1.5995448614783883,0.7472155211406866,0.7769571220535474,0.2876667026066914,0.4799693686171914,-0.7563156195548533
F0035,case,Day2,F0035_C0032,CD4_T,1.4844113302784556,2.60766605763267,-1.1580219749276035,0.02756190337974313,-0.19002249817715028,-1.0689343820163577
F0035,case,Day2,F0035_C0033,CD4_T,1.016241958047747,2.1508292503105024,-0.2765395086598301,-0.025549980676416645,2.1487313224006694,-0.14079517202129274
F0035,case,Day2,F0035_C0034,CD4_T,1.6475732572113613,0.6619790550882176,0.460690052809504,-1.2059963717246411,0.8361007869405187,-0.5076412105635824
F0035,case,Day2,F0035_C0035,CD4_T,0.6582757596498203,0.713917137789168,-0.3512832160251766,0.7293057412091345,-0.8499780062421434,0.2986926147908635
F0035,case,Day2,F0035_C0036,NK,0.20158340313194623,0.6370235410466786,-0.3830921028107242,-0.2015494638289475,1.8654290082575864,-0.4274218832180778
F0035,case,Day2,F0035_C0037,NK,-1.3071402640115886,1.1411723540169851,-0.38213540337523466,0.6972724093417233,1.4305335878175596,0.6190484899574463
F0035,case,Day2,F0035_C0038,Mono,-1.2698993859405072,0.531625861979074,1.0388275527820119,0.7278362014651629,0.029052771431136545,2.233090148954912
F0035,case,Day2,F0035_C0039,CD4_T,1.5850705928607405,1.9169071171421102,0.6694461890336282,-0.8485771502397418,0.24330094692326185,-1.9570141233871696
F0035,case,Day2,F0035_C0040,CD4_T,1.3834211890164279,2.561650132107028,0.5069900437728232,1.245365393733048,0.13194646732568596,-0.6206028517586986
F0035,case,Day2,F0035_C0041,CD8_T,0.6276337731545909,-0.9055718691029842,3.3240034442525492,-0.532744850673485,-0.2814231826341322,-1.359441380386017
F0035,case,Day2,F0035_C0042,CD4_T,1.362546624755256,1.3462854512307174,-0.36251051158671693,-0.6106959677533265,0.5536969916790644,0.36214741255734434
F0035,case,Day2,F0035_C0043,B,0.3989893996557565,0.2359273757138425,0.567016092145749,4.616127712279998,0.7262660595602165,1.1138412196027094
F0035,case,Day2,F0035_C0044,CD4_T,2.0377591129320622,2.3283128680628256,0.1003336575934961,1.4426790408570935,0.12077067624009137,0.645131055057255
F0035,case,Day2,F0035_C0045,B,-0.42628712956509796,-1.5129138488226128,0.2302339356756148,3.11945378451547,-0.11198171389259692,-0.08049622883461516
F0035,case,Day2,F0035_C0046,CD4_T,2.960373467923211,1.6322282904783345,0.2970416706550038,0.3636259238023837,-0.3234502642127352,-0.9222448465080341
F0035,case,Day2,F0035_C0047,CD4_T,3.168720625204381,2.657912372049349,0.702385302839386,0.25811366207915304,-0.5538470733855168,1.0786960851715626
F0035,case,Day2,F0035_C0048,Mono,0.9746785662386346,-1.0771703671743766,0.8090262688074439,-0.5002663067192481,-0.6964370039942853,2.4862543903501644
F0035,case,Day2,F0035_C0049,NK,-0.522156506416991,-0.6108719899780378,0.12060491728489828,-1.0974529742631602,2.913557697548018,0.6445791814984151
F0035,case,Day2,F0035_C0050,CD4_T,3.020626417663606,1.5885427237111909,0.8495718875535437,0.4084748683629633,-0.4478253102064995,-0.018409345354277906
F0035,case,Day2,F0035_C0051,B,-0.3287284259628272,-0.9239053974119057,0.22592324765807156,1.9944035196159189,-0.07888315905593221,-0.7895257655148105
F0035,case,Day2,F0035_C0052,B,-1.3682791739839328,0.8603121064035,-1.3912799637233886,1.8668905877626583,-0.7953415950779372,-0.3226853074731427
F0035,case,Day2,F0035_C0053,CD4_T,1.4534513519122245,2.305466473370481,-0.6486533619216435,1.380176398828202,-0.5921445598265294,0.06381683689877174
F0035,case,Day2,F0035_C0054,CD4_T,1.8251959993758444,2.7130576161651083,-0.6529324676626328,0.41543185618604517,1.5879140083547125,0.7418477037567516
F0035,case,Day2,F0035_C0055,B,0.5757448682769456,-0.099174249773563955,-0.3282065803872345,2.7794771750857503,0.485446097689814,-0.6607974393176784
F0035,case,Day2,F0035_C0056,CD4_T,2.0335950103286207,1.5133399867611637,0.7631061717422183,0.025762099277327147,0.6768587665203327,-0.0026562719380715805
F0035,case,Day2,F0035_C0057,B,0.5708739544798334,-1.1005191596797763,-0.9467196951023505,1.3987816806854472,-0.14504490171308457,-0.3530168500251316
F0035,case,Day2,F0035_C0058,B,-0.5105073270048069,0.28142157380387234,-0.11760829312839842,1.2613588486765646,-0.7460986821755912,0.5675171863758007
F0035,case,Day2,F0035_C0059,CD4_T,2.7790459722938428,1.6706217821664802,-1.2511779057646493,-0.38342303718595294,-0.5950730927448454,-0.25604206740740143
F0035,case,Day2,F0035_C0060,CD4_T,2.336509136718286,2.2973766170250713,-0.9392848840516618,-0.15306592495941806,0.2987890777615541,-1.803188975303285
F0035,case,Day2,F0035_C0061,CD4_T,2.179466864580146,2.9935626207558195,0.49161252297398106,0.12862527120341805,0.1780301083046903,-0.1431785767457367
F0035,case,Day2,F0035_C0062,CD4_T,2.8310294346225042,2.091716883596373,-1.6899049854029453,-1.3899199760436578,-0.08250751193792628,0.8306269322191882
F0035,case,Day2,F0035_C0063,CD4_T,1.1473835047656296,2.8599172266442228,-0.3572744161171168,-0.02836989674746136,0.14276028925647552,-0.2951269159269486
F0035,case,Day2,F0035_C0064,Mono,-0.16992049999693945,1.5052012534846744,0.17707909120723228,-1.368917563886239,0.3632804956656051,1.7729705740597395
F0035,case,Day2,F0035_C0065,CD4_T,1.431703660163777,1.178447935251119,0.02949674737933744,-0.668715639477136,0.04235892364456446,-0.7310216297983902
F0035,case,Day2,F0035_C0066,B,0.40682839162481654,0.20944464504560015,-0.9795207595624436,3.9292997017301072,-0.4798661925255439,0.08524968468882613
F0035,case,Day2,F0035_C0067,Mono,-1.9561007208673333,-1.1680519263083875,-0.16677693062242374,-0.23033640520902599,1.666224927978287,2.386252563498677
F0035,case,Day2,F0035_C0068,B,-0.08505768308877143,-0.07806383242794881,1.308837738300615,2.3572199589281584,-0.08770417998020438,1.1091187155129871
F0035,case,Day2,F0035_C0069,CD4_T,0.9912561903924215,2.0212359705688434,-0.32712521063241984,0.3675754602277409,-0.17905670537824667,-0.004112669222023538
F0035,case,Day2,F0035_C0070,CD4_T,1.6202603150161932,1.6027459208816683,-0.08961185197676665,0.9569002260918414,0.24344327752520611,0.6472455562580345
F0035,case,Day2,F0035_C0071,B,-0.915847557050476,-0.06192838331316416,0.22243174592096832,3.4716635053134777,-0.8837277227552477,-0.2882233932009999
F0035,case,Day2,F0035_C0072,NK,-0.09093307059761654,-0.16360204072073445,0.7518394108302386,-0.7934036091900512,1.4276735803665663,0.3145577029709807
F0035,case,Day2,F0035_C0073,B,1.426792147889844,-0.319383846457928,-0.3706227470850161,1.1246557158433905,0.04494003243585747,-0.21381503335777396
F0035,case,Day2,F0035_C0074,CD4_T,0.9240860297286917,1.6955790165172724,-0.45322238863531217,0.8852844299611535,0.33523452646745555,0.047969660932447894
